student_id,name,email,joining_time,leaving_time,total_duration,Total_Attendance,Attendance_Percentage,Certification_Status
STU0202,Student_202,student202@gmail.com,13:04,14:53,109,109,90.833333,Certified
STU0116,Student_116,student116@gmail.com,13:02,14:51,109,109,90.833333,Certified
STU0347,Student_347,student347@gmail.com,13:18,15:07,109,109,90.833333,Certified
STU0325,Student_325,student325@gmail.com,13:11,15:00,109,109,90.833333,Certified
STU0745,Student_745,student745@gmail.com,13:06,14:55,109,109,90.833333,Certified
STU0744,Student_744,student744@gmail.com,13:04,14:53,109,109,90.833333,Certified
STU0309,Student_309,student309@gmail.com,13:12,15:01,109,109,90.833333,Certified
STU0727,Student_727,student727@gmail.com,13:03,14:52,109,109,90.833333,Certified
STU0344,Student_344,student344@gmail.com,13:01,14:50,109,109,90.833333,Certified
STU0743,Student_743,student743@gmail.com,13:10,14:59,109,109,90.833333,Certified
STU0356,Student_356,student356@gmail.com,13:07,14:56,109,109,90.833333,Certified
STU0690,Student_690,student690@gmail.com,13:03,14:52,109,109,90.833333,Certified
STU0103,Student_103,student103@gmail.com,13:04,14:53,109,109,90.833333,Certified
STU0865,Student_865,student865@gmail.com,13:16,15:05,109,109,90.833333,Certified
STU0476,Student_476,student476@gmail.com,13:00,14:49,109,109,90.833333,Certified
STU0878,Student_878,student878@gmail.com,13:09,14:58,109,109,90.833333,Certified
STU0025,Student_25,student25@gmail.com,13:01,14:50,109,109,90.833333,Certified
STU0260,Student_260,student260@gmail.com,13:19,15:08,109,109,90.833333,Certified
STU0065,Student_65,student65@gmail.com,13:17,15:06,109,109,90.833333,Certified
STU0275,Student_275,student275@gmail.com,13:02,14:51,109,109,90.833333,Certified
STU0648,Student_648,student648@gmail.com,13:18,15:07,109,109,90.833333,Certified
STU0142,Student_142,student142@gmail.com,13:20,15:09,109,109,90.833333,Certified
STU0623,Student_623,student623@gmail.com,13:04,14:53,109,109,90.833333,Certified
STU0818,Student_818,student818@gmail.com,13:12,15:01,109,109,90.833333,Certified
STU0281,Student_281,student281@gmail.com,13:03,14:52,109,109,90.833333,Certified
STU0657,Student_657,student657@gmail.com,13:14,15:03,109,109,90.833333,Certified
STU0927,Student_927,student927@gmail.com,13:13,15:02,109,109,90.833333,Certified
STU0881,Student_881,student881@gmail.com,13:20,15:09,109,109,90.833333,Certified
STU0293,Student_293,student293@gmail.com,13:07,14:56,109,109,90.833333,Certified
STU0338,Student_338,student338@gmail.com,13:04,14:52,108,108,90.0,Certified
STU0960,Student_960,student960@gmail.com,13:09,14:57,108,108,90.0,Certified
STU0694,Student_694,student694@gmail.com,13:01,14:49,108,108,90.0,Certified
STU0357,Student_357,student357@gmail.com,13:18,15:06,108,108,90.0,Certified
STU0428,Student_428,student428@gmail.com,13:17,15:05,108,108,90.0,Certified
STU0718,Student_718,student718@gmail.com,13:05,14:53,108,108,90.0,Certified
STU0247,Student_247,student247@gmail.com,13:15,15:03,108,108,90.0,Certified
STU0584,Student_584,student584@gmail.com,13:16,15:04,108,108,90.0,Certified
STU0479,Student_479,student479@gmail.com,13:07,14:55,108,108,90.0,Certified
STU0447,Student_447,student447@gmail.com,13:19,15:07,108,108,90.0,Certified
STU0267,Student_267,student267@gmail.com,13:14,15:02,108,108,90.0,Certified
STU0130,Student_130,student130@gmail.com,13:19,15:07,108,108,90.0,Certified
STU0095,Student_95,student95@gmail.com,13:12,15:00,108,108,90.0,Certified
STU0410,Student_410,student410@gmail.com,13:09,14:57,108,108,90.0,Certified
STU0957,Student_957,student957@gmail.com,13:06,14:54,108,108,90.0,Certified
STU0110,Student_110,student110@gmail.com,13:17,15:05,108,108,90.0,Certified
STU0572,Student_572,student572@gmail.com,13:11,14:59,108,108,90.0,Certified
STU0183,Student_183,student183@gmail.com,13:18,15:06,108,108,90.0,Certified
STU0820,Student_820,student820@gmail.com,13:02,14:50,108,108,90.0,Certified
STU0882,Student_882,student882@gmail.com,13:11,14:59,108,108,90.0,Certified
STU0477,Student_477,student477@gmail.com,13:01,14:49,108,108,90.0,Certified
STU0544,Student_544,student544@gmail.com,13:13,15:01,108,108,90.0,Certified
STU0888,Student_888,student888@gmail.com,13:17,15:05,108,108,90.0,Certified
STU0545,Student_545,student545@gmail.com,13:14,15:02,108,108,90.0,Certified
STU0883,Student_883,student883@gmail.com,13:14,15:02,108,108,90.0,Certified
STU0681,Student_681,student681@gmail.com,13:02,14:50,108,108,90.0,Certified
STU0663,Student_663,student663@gmail.com,13:11,14:59,108,108,90.0,Certified
STU0672,Student_672,student672@gmail.com,13:09,14:57,108,108,90.0,Certified
STU0799,Student_799,student799@gmail.com,13:01,14:49,108,108,90.0,Certified
STU0770,Student_770,student770@gmail.com,13:17,15:05,108,108,90.0,Certified
STU0843,Student_843,student843@gmail.com,13:19,15:06,107,107,89.166667,Certified
STU0053,Student_53,student53@gmail.com,13:16,15:03,107,107,89.166667,Certified
STU0271,Student_271,student271@gmail.com,13:08,14:55,107,107,89.166667,Certified
STU0140,Student_140,student140@gmail.com,13:14,15:01,107,107,89.166667,Certified
STU0085,Student_85,student85@gmail.com,13:15,15:02,107,107,89.166667,Certified
STU0386,Student_386,student386@gmail.com,13:01,14:48,107,107,89.166667,Certified
STU0366,Student_366,student366@gmail.com,13:11,14:58,107,107,89.166667,Certified
STU0705,Student_705,student705@gmail.com,13:12,14:59,107,107,89.166667,Certified
STU0756,Student_756,student756@gmail.com,13:17,15:04,107,107,89.166667,Certified
STU0506,Student_506,student506@gmail.com,13:19,15:06,107,107,89.166667,Certified
STU0124,Student_124,student124@gmail.com,13:11,14:58,107,107,89.166667,Certified
STU0941,Student_941,student941@gmail.com,13:14,15:01,107,107,89.166667,Certified
STU0575,Student_575,student575@gmail.com,13:14,15:01,107,107,89.166667,Certified
STU0184,Student_184,student184@gmail.com,13:20,15:07,107,107,89.166667,Certified
STU0467,Student_467,student467@gmail.com,13:15,15:02,107,107,89.166667,Certified
STU0478,Student_478,student478@gmail.com,13:16,15:03,107,107,89.166667,Certified
STU0475,Student_475,student475@gmail.com,13:14,15:01,107,107,89.166667,Certified
STU0962,Student_962,student962@gmail.com,13:20,15:07,107,107,89.166667,Certified
STU0548,Student_548,student548@gmail.com,13:15,15:02,107,107,89.166667,Certified
STU0524,Student_524,student524@gmail.com,13:01,14:48,107,107,89.166667,Certified
STU0540,Student_540,student540@gmail.com,13:09,14:56,107,107,89.166667,Certified
STU0209,Student_209,student209@gmail.com,13:07,14:54,107,107,89.166667,Certified
STU0038,Student_38,student38@gmail.com,13:15,15:02,107,107,89.166667,Certified
STU0886,Student_886,student886@gmail.com,13:20,15:07,107,107,89.166667,Certified
STU0896,Student_896,student896@gmail.com,13:14,15:01,107,107,89.166667,Certified
STU0518,Student_518,student518@gmail.com,13:00,14:47,107,107,89.166667,Certified
STU0838,Student_838,student838@gmail.com,13:09,14:56,107,107,89.166667,Certified
STU0452,Student_452,student452@gmail.com,13:13,15:00,107,107,89.166667,Certified
STU0458,Student_458,student458@gmail.com,13:06,14:53,107,107,89.166667,Certified
STU0480,Student_480,student480@gmail.com,13:02,14:49,107,107,89.166667,Certified
STU0923,Student_923,student923@gmail.com,13:01,14:48,107,107,89.166667,Certified
STU0684,Student_684,student684@gmail.com,13:18,15:05,107,107,89.166667,Certified
STU0693,Student_693,student693@gmail.com,13:12,14:59,107,107,89.166667,Certified
STU0168,Student_168,student168@gmail.com,13:17,15:04,107,107,89.166667,Certified
STU0409,Student_409,student409@gmail.com,13:11,14:58,107,107,89.166667,Certified
STU0290,Student_290,student290@gmail.com,13:17,15:04,107,107,89.166667,Certified
STU0766,Student_766,student766@gmail.com,13:15,15:02,107,107,89.166667,Certified
STU0619,Student_619,student619@gmail.com,13:16,15:03,107,107,89.166667,Certified
STU0560,Student_560,student560@gmail.com,13:14,15:01,107,107,89.166667,Certified
STU0423,Student_423,student423@gmail.com,13:04,14:51,107,107,89.166667,Certified
STU0629,Student_629,student629@gmail.com,13:07,14:54,107,107,89.166667,Certified
STU0390,Student_390,student390@gmail.com,13:01,14:48,107,107,89.166667,Certified
STU0774,Student_774,student774@gmail.com,13:02,14:49,107,107,89.166667,Certified
STU0079,Student_79,student79@gmail.com,13:13,14:59,106,106,88.333333,Certified
STU0939,Student_939,student939@gmail.com,13:06,14:52,106,106,88.333333,Certified
STU0334,Student_334,student334@gmail.com,13:09,14:55,106,106,88.333333,Certified
STU0753,Student_753,student753@gmail.com,13:12,14:58,106,106,88.333333,Certified
STU0717,Student_717,student717@gmail.com,13:19,15:05,106,106,88.333333,Certified
STU0346,Student_346,student346@gmail.com,13:02,14:48,106,106,88.333333,Certified
STU0913,Student_913,student913@gmail.com,13:18,15:04,106,106,88.333333,Certified
STU0534,Student_534,student534@gmail.com,13:01,14:47,106,106,88.333333,Certified
STU0188,Student_188,student188@gmail.com,13:17,15:03,106,106,88.333333,Certified
STU0041,Student_41,student41@gmail.com,13:05,14:51,106,106,88.333333,Certified
STU0224,Student_224,student224@gmail.com,13:07,14:53,106,106,88.333333,Certified
STU0251,Student_251,student251@gmail.com,13:02,14:48,106,106,88.333333,Certified
STU0827,Student_827,student827@gmail.com,13:08,14:54,106,106,88.333333,Certified
STU0483,Student_483,student483@gmail.com,13:20,15:06,106,106,88.333333,Certified
STU0270,Student_270,student270@gmail.com,13:13,14:59,106,106,88.333333,Certified
STU0266,Student_266,student266@gmail.com,13:13,14:59,106,106,88.333333,Certified
STU0642,Student_642,student642@gmail.com,13:19,15:05,106,106,88.333333,Certified
STU0969,Student_969,student969@gmail.com,13:11,14:57,106,106,88.333333,Certified
STU0039,Student_39,student39@gmail.com,13:13,14:59,106,106,88.333333,Certified
STU0726,Student_726,student726@gmail.com,13:11,14:57,106,106,88.333333,Certified
STU0109,Student_109,student109@gmail.com,13:02,14:48,106,106,88.333333,Certified
STU0106,Student_106,student106@gmail.com,13:08,14:54,106,106,88.333333,Certified
STU0165,Student_165,student165@gmail.com,13:09,14:55,106,106,88.333333,Certified
STU0819,Student_819,student819@gmail.com,13:16,15:02,106,106,88.333333,Certified
STU0088,Student_88,student88@gmail.com,13:14,15:00,106,106,88.333333,Certified
STU0792,Student_792,student792@gmail.com,13:09,14:55,106,106,88.333333,Certified
STU0300,Student_300,student300@gmail.com,13:09,14:55,106,106,88.333333,Certified
STU0804,Student_804,student804@gmail.com,13:03,14:49,106,106,88.333333,Certified
STU0659,Student_659,student659@gmail.com,13:06,14:52,106,106,88.333333,Certified
STU0765,Student_765,student765@gmail.com,13:15,15:01,106,106,88.333333,Certified
STU0280,Student_280,student280@gmail.com,13:17,15:03,106,106,88.333333,Certified
STU0429,Student_429,student429@gmail.com,13:20,15:06,106,106,88.333333,Certified
STU0269,Student_269,student269@gmail.com,13:03,14:49,106,106,88.333333,Certified
STU0359,Student_359,student359@gmail.com,13:12,14:57,105,105,87.5,Certified
STU0195,Student_195,student195@gmail.com,13:01,14:46,105,105,87.5,Certified
STU0928,Student_928,student928@gmail.com,13:04,14:49,105,105,87.5,Certified
STU0975,Student_975,student975@gmail.com,13:13,14:58,105,105,87.5,Certified
STU0504,Student_504,student504@gmail.com,13:04,14:49,105,105,87.5,Certified
STU0384,Student_384,student384@gmail.com,13:20,15:05,105,105,87.5,Certified
STU0081,Student_81,student81@gmail.com,13:00,14:45,105,105,87.5,Certified
STU0762,Student_762,student762@gmail.com,13:07,14:52,105,105,87.5,Certified
STU0326,Student_326,student326@gmail.com,13:03,14:48,105,105,87.5,Certified
STU0154,Student_154,student154@gmail.com,13:15,15:00,105,105,87.5,Certified
STU0951,Student_951,student951@gmail.com,13:10,14:55,105,105,87.5,Certified
STU0728,Student_728,student728@gmail.com,13:18,15:03,105,105,87.5,Certified
STU0724,Student_724,student724@gmail.com,13:18,15:03,105,105,87.5,Certified
STU0427,Student_427,student427@gmail.com,13:02,14:47,105,105,87.5,Certified
STU0768,Student_768,student768@gmail.com,13:08,14:53,105,105,87.5,Certified
STU0688,Student_688,student688@gmail.com,13:15,15:00,105,105,87.5,Certified
STU0679,Student_679,student679@gmail.com,13:15,15:00,105,105,87.5,Certified
STU0802,Student_802,student802@gmail.com,13:00,14:45,105,105,87.5,Certified
STU0652,Student_652,student652@gmail.com,13:20,15:05,105,105,87.5,Certified
STU0418,Student_418,student418@gmail.com,13:12,14:57,105,105,87.5,Certified
STU0654,Student_654,student654@gmail.com,13:12,14:57,105,105,87.5,Certified
STU0435,Student_435,student435@gmail.com,13:11,14:56,105,105,87.5,Certified
STU0058,Student_58,student58@gmail.com,13:04,14:49,105,105,87.5,Certified
STU0063,Student_63,student63@gmail.com,13:05,14:50,105,105,87.5,Certified
STU0141,Student_141,student141@gmail.com,13:18,15:03,105,105,87.5,Certified
STU0651,Student_651,student651@gmail.com,13:17,15:02,105,105,87.5,Certified
STU0244,Student_244,student244@gmail.com,13:16,15:01,105,105,87.5,Certified
STU0485,Student_485,student485@gmail.com,13:01,14:46,105,105,87.5,Certified
STU0258,Student_258,student258@gmail.com,13:16,15:01,105,105,87.5,Certified
STU0598,Student_598,student598@gmail.com,13:09,14:54,105,105,87.5,Certified
STU0454,Student_454,student454@gmail.com,13:19,15:04,105,105,87.5,Certified
STU0557,Student_557,student557@gmail.com,13:09,14:54,105,105,87.5,Certified
STU0043,Student_43,student43@gmail.com,13:15,15:00,105,105,87.5,Certified
STU0918,Student_918,student918@gmail.com,13:13,14:58,105,105,87.5,Certified
STU0005,Student_5,student5@gmail.com,13:07,14:52,105,105,87.5,Certified
STU0017,Student_17,student17@gmail.com,13:18,15:03,105,105,87.5,Certified
STU0015,Student_15,student15@gmail.com,13:05,14:50,105,105,87.5,Certified
STU0008,Student_8,student8@gmail.com,13:07,14:51,104,104,86.666667,Certified
STU0213,Student_213,student213@gmail.com,13:12,14:56,104,104,86.666667,Certified
STU0205,Student_205,student205@gmail.com,13:13,14:57,104,104,86.666667,Certified
STU0549,Student_549,student549@gmail.com,13:16,15:00,104,104,86.666667,Certified
STU0537,Student_537,student537@gmail.com,13:15,14:59,104,104,86.666667,Certified
STU0542,Student_542,student542@gmail.com,13:10,14:54,104,104,86.666667,Certified
STU0034,Student_34,student34@gmail.com,13:14,14:58,104,104,86.666667,Certified
STU0897,Student_897,student897@gmail.com,13:04,14:48,104,104,86.666667,Certified
STU0226,Student_226,student226@gmail.com,13:00,14:44,104,104,86.666667,Certified
STU0228,Student_228,student228@gmail.com,13:17,15:01,104,104,86.666667,Certified
STU0471,Student_471,student471@gmail.com,13:05,14:49,104,104,86.666667,Certified
STU0047,Student_47,student47@gmail.com,13:10,14:54,104,104,86.666667,Certified
STU0701,Student_701,student701@gmail.com,13:17,15:01,104,104,86.666667,Certified
STU0369,Student_369,student369@gmail.com,13:04,14:48,104,104,86.666667,Certified
STU0938,Student_938,student938@gmail.com,13:07,14:51,104,104,86.666667,Certified
STU0318,Student_318,student318@gmail.com,13:02,14:46,104,104,86.666667,Certified
STU0809,Student_809,student809@gmail.com,13:14,14:58,104,104,86.666667,Certified
STU0633,Student_633,student633@gmail.com,13:17,15:01,104,104,86.666667,Certified
STU0299,Student_299,student299@gmail.com,13:05,14:49,104,104,86.666667,Certified
STU0135,Student_135,student135@gmail.com,13:20,15:04,104,104,86.666667,Certified
STU0136,Student_136,student136@gmail.com,13:14,14:58,104,104,86.666667,Certified
STU0631,Student_631,student631@gmail.com,13:02,14:46,104,104,86.666667,Certified
STU0080,Student_80,student80@gmail.com,13:16,15:00,104,104,86.666667,Certified
STU0760,Student_760,student760@gmail.com,13:07,14:51,104,104,86.666667,Certified
STU0691,Student_691,student691@gmail.com,13:04,14:48,104,104,86.666667,Certified
STU0158,Student_158,student158@gmail.com,13:19,15:03,104,104,86.666667,Certified
STU0963,Student_963,student963@gmail.com,13:09,14:53,104,104,86.666667,Certified
STU0455,Student_455,student455@gmail.com,13:14,14:57,103,103,85.833333,Certified
STU0784,Student_784,student784@gmail.com,13:20,15:03,103,103,85.833333,Certified
STU0781,Student_781,student781@gmail.com,13:18,15:01,103,103,85.833333,Certified
STU0839,Student_839,student839@gmail.com,13:19,15:02,103,103,85.833333,Certified
STU0028,Student_28,student28@gmail.com,13:02,14:45,103,103,85.833333,Certified
STU0977,Student_977,student977@gmail.com,13:10,14:53,103,103,85.833333,Certified
STU0066,Student_66,student66@gmail.com,13:02,14:45,103,103,85.833333,Certified
STU0955,Student_955,student955@gmail.com,13:15,14:58,103,103,85.833333,Certified
STU0329,Student_329,student329@gmail.com,13:01,14:44,103,103,85.833333,Certified
STU0667,Student_667,student667@gmail.com,13:10,14:53,103,103,85.833333,Certified
STU0360,Student_360,student360@gmail.com,13:10,14:53,103,103,85.833333,Certified
STU0265,Student_265,student265@gmail.com,13:14,14:57,103,103,85.833333,Certified
STU0474,Student_474,student474@gmail.com,13:02,14:45,103,103,85.833333,Certified
STU0901,Student_901,student901@gmail.com,13:00,14:43,103,103,85.833333,Certified
STU0906,Student_906,student906@gmail.com,13:01,14:44,103,103,85.833333,Certified
STU0823,Student_823,student823@gmail.com,13:10,14:53,103,103,85.833333,Certified
STU0091,Student_91,student91@gmail.com,13:12,14:55,103,103,85.833333,Certified
STU0495,Student_495,student495@gmail.com,13:09,14:52,103,103,85.833333,Certified
STU0497,Student_497,student497@gmail.com,13:01,14:44,103,103,85.833333,Certified
STU0115,Student_115,student115@gmail.com,13:09,14:52,103,103,85.833333,Certified
STU0915,Student_915,student915@gmail.com,13:10,14:53,103,103,85.833333,Certified
STU0917,Student_917,student917@gmail.com,13:16,14:59,103,103,85.833333,Certified
STU0581,Student_581,student581@gmail.com,13:08,14:51,103,103,85.833333,Certified
STU0503,Student_503,student503@gmail.com,13:18,15:01,103,103,85.833333,Certified
STU0219,Student_219,student219@gmail.com,13:10,14:53,103,103,85.833333,Certified
STU0971,Student_971,student971@gmail.com,13:18,15:01,103,103,85.833333,Certified
STU0197,Student_197,student197@gmail.com,13:03,14:46,103,103,85.833333,Certified
STU0783,Student_783,student783@gmail.com,13:16,14:59,103,103,85.833333,Certified
STU0653,Student_653,student653@gmail.com,13:15,14:58,103,103,85.833333,Certified
STU0405,Student_405,student405@gmail.com,13:01,14:44,103,103,85.833333,Certified
STU0062,Student_62,student62@gmail.com,13:19,15:02,103,103,85.833333,Certified
STU0931,Student_931,student931@gmail.com,13:07,14:50,103,103,85.833333,Certified
STU0011,Student_11,student11@gmail.com,13:17,15:00,103,103,85.833333,Certified
STU0539,Student_539,student539@gmail.com,13:20,15:02,102,102,85.0,Certified
STU0532,Student_532,student532@gmail.com,13:09,14:51,102,102,85.0,Certified
STU0588,Student_588,student588@gmail.com,13:14,14:56,102,102,85.0,Certified
STU0590,Student_590,student590@gmail.com,13:15,14:57,102,102,85.0,Certified
STU0491,Student_491,student491@gmail.com,13:08,14:50,102,102,85.0,Certified
STU0909,Student_909,student909@gmail.com,13:17,14:59,102,102,85.0,Certified
STU0207,Student_207,student207@gmail.com,13:11,14:53,102,102,85.0,Certified
STU0533,Student_533,student533@gmail.com,13:01,14:43,102,102,85.0,Certified
STU0222,Student_222,student222@gmail.com,13:17,14:59,102,102,85.0,Certified
STU0223,Student_223,student223@gmail.com,13:18,15:00,102,102,85.0,Certified
STU0676,Student_676,student676@gmail.com,13:10,14:52,102,102,85.0,Certified
STU0157,Student_157,student157@gmail.com,13:20,15:02,102,102,85.0,Certified
STU0332,Student_332,student332@gmail.com,13:09,14:51,102,102,85.0,Certified
STU0949,Student_949,student949@gmail.com,13:17,14:59,102,102,85.0,Certified
STU0075,Student_75,student75@gmail.com,13:12,14:54,102,102,85.0,Certified
STU0696,Student_696,student696@gmail.com,13:17,14:59,102,102,85.0,Certified
STU0976,Student_976,student976@gmail.com,13:04,14:46,102,102,85.0,Certified
STU0952,Student_952,student952@gmail.com,13:00,14:42,102,102,85.0,Certified
STU0331,Student_331,student331@gmail.com,13:00,14:42,102,102,85.0,Certified
STU0776,Student_776,student776@gmail.com,13:15,14:57,102,102,85.0,Certified
STU0741,Student_741,student741@gmail.com,13:03,14:45,102,102,85.0,Certified
STU0759,Student_759,student759@gmail.com,13:15,14:57,102,102,85.0,Certified
STU0683,Student_683,student683@gmail.com,13:07,14:49,102,102,85.0,Certified
STU0052,Student_52,student52@gmail.com,13:01,14:43,102,102,85.0,Certified
STU0438,Student_438,student438@gmail.com,13:15,14:57,102,102,85.0,Certified
STU0647,Student_647,student647@gmail.com,13:20,15:02,102,102,85.0,Certified
STU0436,Student_436,student436@gmail.com,13:05,14:47,102,102,85.0,Certified
STU0144,Student_144,student144@gmail.com,13:09,14:51,102,102,85.0,Certified
STU0508,Student_508,student508@gmail.com,13:13,14:54,101,101,84.166667,Certified
STU0735,Student_735,student735@gmail.com,13:15,14:56,101,101,84.166667,Certified
STU0674,Student_674,student674@gmail.com,13:07,14:48,101,101,84.166667,Certified
STU0797,Student_797,student797@gmail.com,13:01,14:42,101,101,84.166667,Certified
STU0798,Student_798,student798@gmail.com,13:13,14:54,101,101,84.166667,Certified
STU0404,Student_404,student404@gmail.com,13:20,15:01,101,101,84.166667,Certified
STU0450,Student_450,student450@gmail.com,13:19,15:00,101,101,84.166667,Certified
STU0816,Student_816,student816@gmail.com,13:06,14:47,101,101,84.166667,Certified
STU0463,Student_463,student463@gmail.com,13:13,14:54,101,101,84.166667,Certified
STU0857,Student_857,student857@gmail.com,13:04,14:45,101,101,84.166667,Certified
STU0559,Student_559,student559@gmail.com,13:13,14:54,101,101,84.166667,Certified
STU0600,Student_600,student600@gmail.com,13:20,15:01,101,101,84.166667,Certified
STU0233,Student_233,student233@gmail.com,13:00,14:41,101,101,84.166667,Certified
STU0546,Student_546,student546@gmail.com,13:10,14:51,101,101,84.166667,Certified
STU0128,Student_128,student128@gmail.com,13:05,14:46,101,101,84.166667,Certified
STU0929,Student_929,student929@gmail.com,13:12,14:53,101,101,84.166667,Certified
STU0316,Student_316,student316@gmail.com,13:04,14:45,101,101,84.166667,Certified
STU0448,Student_448,student448@gmail.com,13:04,14:45,101,101,84.166667,Certified
STU0821,Student_821,student821@gmail.com,13:03,14:44,101,101,84.166667,Certified
STU0834,Student_834,student834@gmail.com,13:09,14:50,101,101,84.166667,Certified
STU0337,Student_337,student337@gmail.com,13:13,14:54,101,101,84.166667,Certified
STU0370,Student_370,student370@gmail.com,13:06,14:47,101,101,84.166667,Certified
STU0170,Student_170,student170@gmail.com,13:08,14:49,101,101,84.166667,Certified
STU0660,Student_660,student660@gmail.com,13:19,14:59,100,100,83.333333,Certified
STU0425,Student_425,student425@gmail.com,13:12,14:52,100,100,83.333333,Certified
STU0615,Student_615,student615@gmail.com,13:02,14:42,100,100,83.333333,Certified
STU0841,Student_841,student841@gmail.com,13:15,14:55,100,100,83.333333,Certified
STU0074,Student_74,student74@gmail.com,13:17,14:57,100,100,83.333333,Certified
STU0367,Student_367,student367@gmail.com,13:20,15:00,100,100,83.333333,Certified
STU0712,Student_712,student712@gmail.com,13:01,14:41,100,100,83.333333,Certified
STU0230,Student_230,student230@gmail.com,13:00,14:40,100,100,83.333333,Certified
STU0889,Student_889,student889@gmail.com,13:16,14:56,100,100,83.333333,Certified
STU0574,Student_574,student574@gmail.com,13:19,14:59,100,100,83.333333,Certified
STU0253,Student_253,student253@gmail.com,13:02,14:42,100,100,83.333333,Certified
STU0864,Student_864,student864@gmail.com,13:14,14:54,100,100,83.333333,Certified
STU0603,Student_603,student603@gmail.com,13:06,14:46,100,100,83.333333,Certified
STU0916,Student_916,student916@gmail.com,13:09,14:49,100,100,83.333333,Certified
STU0012,Student_12,student12@gmail.com,13:20,15:00,100,100,83.333333,Certified
STU0227,Student_227,student227@gmail.com,13:04,14:44,100,100,83.333333,Certified
STU0591,Student_591,student591@gmail.com,13:03,14:43,100,100,83.333333,Certified
STU0371,Student_371,student371@gmail.com,13:19,14:59,100,100,83.333333,Certified
STU0381,Student_381,student381@gmail.com,13:10,14:50,100,100,83.333333,Certified
STU0013,Student_13,student13@gmail.com,13:08,14:48,100,100,83.333333,Certified
STU0083,Student_83,student83@gmail.com,13:15,14:55,100,100,83.333333,Certified
STU0302,Student_302,student302@gmail.com,13:05,14:45,100,100,83.333333,Certified
STU0779,Student_779,student779@gmail.com,13:08,14:48,100,100,83.333333,Certified
STU0287,Student_287,student287@gmail.com,13:06,14:46,100,100,83.333333,Certified
STU0446,Student_446,student446@gmail.com,13:19,14:59,100,100,83.333333,Certified
STU0167,Student_167,student167@gmail.com,13:06,14:46,100,100,83.333333,Certified
STU0096,Student_96,student96@gmail.com,13:20,15:00,100,100,83.333333,Certified
STU0639,Student_639,student639@gmail.com,13:18,14:58,100,100,83.333333,Certified
STU0608,Student_608,student608@gmail.com,13:17,14:57,100,100,83.333333,Certified
STU0840,Student_840,student840@gmail.com,13:07,14:47,100,100,83.333333,Certified
STU0104,Student_104,student104@gmail.com,13:20,15:00,100,100,83.333333,Certified
STU0885,Student_885,student885@gmail.com,13:17,14:57,100,100,83.333333,Certified
STU0910,Student_910,student910@gmail.com,13:01,14:41,100,100,83.333333,Certified
STU0521,Student_521,student521@gmail.com,13:20,14:59,99,99,82.5,Certified
STU0018,Student_18,student18@gmail.com,13:14,14:53,99,99,82.5,Certified
STU0203,Student_203,student203@gmail.com,13:20,14:59,99,99,82.5,Certified
STU0482,Student_482,student482@gmail.com,13:10,14:49,99,99,82.5,Certified
STU0010,Student_10,student10@gmail.com,13:13,14:52,99,99,82.5,Certified
STU0214,Student_214,student214@gmail.com,13:06,14:45,99,99,82.5,Certified
STU0704,Student_704,student704@gmail.com,13:04,14:43,99,99,82.5,Certified
STU0368,Student_368,student368@gmail.com,13:07,14:46,99,99,82.5,Certified
STU0196,Student_196,student196@gmail.com,13:15,14:54,99,99,82.5,Certified
STU0350,Student_350,student350@gmail.com,13:09,14:48,99,99,82.5,Certified
STU0666,Student_666,student666@gmail.com,13:17,14:56,99,99,82.5,Certified
STU0355,Student_355,student355@gmail.com,13:13,14:52,99,99,82.5,Certified
STU0703,Student_703,student703@gmail.com,13:19,14:58,99,99,82.5,Certified
STU0324,Student_324,student324@gmail.com,13:16,14:55,99,99,82.5,Certified
STU0285,Student_285,student285@gmail.com,13:11,14:50,99,99,82.5,Certified
STU0401,Student_401,student401@gmail.com,13:14,14:53,99,99,82.5,Certified
STU0173,Student_173,student173@gmail.com,13:10,14:49,99,99,82.5,Certified
STU0469,Student_469,student469@gmail.com,13:16,14:55,99,99,82.5,Certified
STU0468,Student_468,student468@gmail.com,13:17,14:56,99,99,82.5,Certified
STU0787,Student_787,student787@gmail.com,13:15,14:54,99,99,82.5,Certified
STU0785,Student_785,student785@gmail.com,13:01,14:40,99,99,82.5,Certified
STU0416,Student_416,student416@gmail.com,13:10,14:49,99,99,82.5,Certified
STU0229,Student_229,student229@gmail.com,13:05,14:44,99,99,82.5,Certified
STU0499,Student_499,student499@gmail.com,13:02,14:41,99,99,82.5,Certified
STU0496,Student_496,student496@gmail.com,13:09,14:48,99,99,82.5,Certified
STU0494,Student_494,student494@gmail.com,13:13,14:52,99,99,82.5,Certified
STU0240,Student_240,student240@gmail.com,13:18,14:57,99,99,82.5,Certified
STU0859,Student_859,student859@gmail.com,13:14,14:53,99,99,82.5,Certified
STU0048,Student_48,student48@gmail.com,13:10,14:49,99,99,82.5,Certified
STU0585,Student_585,student585@gmail.com,13:17,14:56,99,99,82.5,Certified
STU0060,Student_60,student60@gmail.com,13:15,14:54,99,99,82.5,Certified
STU0441,Student_441,student441@gmail.com,13:09,14:48,99,99,82.5,Certified
STU0810,Student_810,student810@gmail.com,13:06,14:45,99,99,82.5,Certified
STU0564,Student_564,student564@gmail.com,13:01,14:39,98,98,81.666667,Certified
STU0902,Student_902,student902@gmail.com,13:06,14:44,98,98,81.666667,Certified
